station,location,channel,latitude,longitude,elevation
FS16D,--,BHZ,40.5378,-124.746803,-1080.4
FS17B,--,HH1,40.559799,-124.596497,-146.0
FS17B,--,HH2,40.559799,-124.596497,-146.0
FS17B,--,HHZ,40.559799,-124.596497,-146.0
FS17D,--,HH1,40.559799,-124.597,-145.0
FS17D,--,HH2,40.559799,-124.597,-145.0
FS17D,--,HHZ,40.559799,-124.597,-145.0
FS18B,--,HH1,40.568199,-124.501602,-107.0
FS18B,--,HH2,40.568199,-124.501602,-107.0
FS18B,--,HHZ,40.568199,-124.501602,-107.0
FS19B,--,HH1,40.627899,-124.466698,-87.0
FS19B,--,HH2,40.627899,-124.466698,-87.0
FS19B,--,HHZ,40.627899,-124.466698,-87.0
FS20B,--,HH1,40.3895,-125.031097,-2378.0
FS20B,--,HH2,40.3895,-125.031097,-2378.0
FS20B,--,HHZ,40.3895,-125.031097,-2378.0
FS41D,--,BH1,40.6124,-124.731003,-1079.3
FS41D,--,BH2,40.6124,-124.731003,-1079.3
FS41D,--,BHZ,40.6124,-124.731003,-1079.3
FS42D,--,HH1,40.715099,-124.463097,-95.0
FS42D,--,HH2,40.715099,-124.463097,-95.0
FS42D,--,HHZ,40.715099,-124.463097,-95.0
FS43D,--,HH1,40.711899,-124.5839,-719.0
FS43D,--,HH2,40.711899,-124.5839,-719.0
FS43D,--,HHZ,40.711899,-124.5839,-719.0
FS44D,--,BH1,40.760899,-124.702797,-837.0
FS44D,--,BH2,40.760899,-124.702797,-837.0
FS44D,--,BHZ,40.760899,-124.702797,-837.0
FS45D,--,HH1,40.799999,-124.520302,-477.0
FS45D,--,HH2,40.799999,-124.520302,-477.0
FS45D,--,HHZ,40.799999,-124.520302,-477.0
G01D,--,BH1,39.999901,-124.6008,-1006.7
G01D,--,BH2,39.999901,-124.6008,-1006.7
G01D,--,BHZ,39.999901,-124.6008,-1006.7
G02B,--,BH1,40.048599,-125.296898,-1920.0
G02B,--,BH2,40.048599,-125.296898,-1920.0
G02B,--,BHZ,40.048599,-125.296898,-1920.0
G02D,--,HH1,40.160301,-125.297699,-1741.0
G02D,--,HH2,40.160301,-125.297699,-1741.0
G02D,--,HHZ,40.160301,-125.297699,-1741.0
G09B,--,HH1,40.656799,-124.718697,-842.0
G09B,--,HH2,40.656799,-124.718697,-842.0
G09B,--,HHZ,40.656799,-124.718697,-842.0
G09D,--,BH1,40.6665,-124.726898,-716.3
G09D,--,BH2,40.6665,-124.726898,-716.3
G09D,--,BHZ,40.6665,-124.726898,-716.3
G10B,--,BH1,40.677898,-125.553299,-2936.0
G10B,--,BH2,40.677898,-125.553299,-2936.0
G10B,--,BHZ,40.677898,-125.553299,-2936.0
G10D,--,BH1,40.788799,-125.554398,-3015.0
G10D,--,BH2,40.788799,-125.554398,-3015.0
G10D,--,BHZ,40.788799,-125.554398,-3015.0
G17B,--,HH1,41.283901,-124.344597,-123.0
G17B,--,HH2,41.283901,-124.344597,-123.0
G17B,--,HHZ,41.283901,-124.344597,-123.0
G17D,--,HH1,41.399601,-124.433197,-99.0
G17D,--,HH2,41.399601,-124.433197,-99.0
G17D,--,HHZ,41.399601,-124.433197,-99.0
G18B,--,HH1,41.301601,-124.936302,-1464.0
G18B,--,HH2,41.301601,-124.936302,-1464.0
G18B,--,HHZ,41.301601,-124.936302,-1464.0
G18D,--,HH1,41.304699,-125.255798,-3130.0
G18D,--,HH2,41.304699,-125.255798,-3130.0
G18D,--,HHZ,41.304699,-125.255798,-3130.0
G19B,--,BH1,41.3074,-125.773598,-3071.0
G19B,--,BH2,41.3074,-125.773598,-3071.0
G19B,--,BHZ,41.3074,-125.773598,-3071.0
G25B,--,HH1,41.919899,-124.586098,-430.0
G25B,--,HH2,41.919899,-124.586098,-430.0
G25B,--,HHZ,41.919899,-124.586098,-430.0
G25D,--,HH1,41.981098,-124.7267,-688.0
G25D,--,HH2,41.981098,-124.7267,-688.0
G25D,--,HHZ,41.981098,-124.7267,-688.0
G26B,--,HH1,41.9249,-125.177498,-2357.0
G26B,--,HH2,41.9249,-125.177498,-2357.0
G26B,--,HHZ,41.9249,-125.177498,-2357.0
G26D,--,HH1,41.983799,-125.308296,-3104.0
G26D,--,HH2,41.983799,-125.308296,-3104.0
G26D,--,HHZ,41.983799,-125.308296,-3104.0
M13B,--,HH1,41.671501,-124.859596,-909.0
M13B,--,HH2,41.671501,-124.859596,-909.0
M13B,--,HHZ,41.671501,-124.859596,-909.0
M14B,--,BH1,40.985001,-124.589699,-638.0
M14B,--,BH2,40.985001,-124.589699,-638.0
M14B,--,BHZ,40.985001,-124.589699,-638.0
M16D,--,BH1,41.6618,-124.807098,-882.0
M16D,--,BH2,41.6618,-124.807098,-882.0
M16D,--,BHZ,41.6618,-124.807098,-882.0
M17D,--,HH1,41.036999,-124.629799,-749.0
M17D,--,HH2,41.036999,-124.629799,-749.0
M17D,--,HHZ,41.036999,-124.629799,-749.0
BARR,00,BHE,39.30477,-123.19748,261.3
BARR,00,BHN,39.30477,-123.19748,261.3
BARR,00,BHZ,39.30477,-123.19748,261.3
BARR,00,HHE,39.30477,-123.19748,261.3
BARR,00,HHN,39.30477,-123.19748,261.3
BARR,00,HHZ,39.30477,-123.19748,261.3
BARR,00,HNE,39.30477,-123.19748,261.4
BARR,00,HNN,39.30477,-123.19748,261.4
BARR,00,HNZ,39.30477,-123.19748,261.4
BARR,S0,HNE,39.30477,-123.19748,264.7
BARR,S0,HNN,39.30477,-123.19748,264.7
BARR,S0,HNZ,39.30477,-123.19748,264.7
BJES,00,BHE,40.54362,-123.87996,1050.7
BJES,00,BHN,40.54362,-123.87996,1050.7
BJES,00,BHZ,40.54362,-123.87996,1050.7
BJES,00,HHE,40.54362,-123.87996,1050.7
BJES,00,HHN,40.54362,-123.87996,1050.7
BJES,00,HHZ,40.54362,-123.87996,1050.7
BJES,00,HNE,40.54362,-123.87996,1050.7
BJES,00,HNN,40.54362,-123.87996,1050.7
BJES,00,HNZ,40.54362,-123.87996,1050.7
BLAS,00,BHE,40.3227,-123.53248,1678.0
BLAS,00,BHN,40.3227,-123.53248,1678.0
BLAS,00,BHZ,40.3227,-123.53248,1678.0
BLAS,00,HHE,40.3227,-123.53248,1678.0
BLAS,00,HHN,40.3227,-123.53248,1678.0
BLAS,00,HHZ,40.3227,-123.53248,1678.0
BLAS,00,HNE,40.3227,-123.53248,1679.3
BLAS,00,HNN,40.3227,-123.53248,1679.3
BLAS,00,HNZ,40.3227,-123.53248,1679.3
BRIC,00,BHE,40.11223,-123.8965,180.5
BRIC,00,BHN,40.11223,-123.8965,180.5
BRIC,00,BHZ,40.11223,-123.8965,180.5
BRIC,00,HHE,40.11223,-123.8965,180.5
BRIC,00,HHN,40.11223,-123.8965,180.5
BRIC,00,HHZ,40.11223,-123.8965,180.5
BRIC,00,HNE,40.11223,-123.8965,180.5
BRIC,00,HNN,40.11223,-123.8965,180.5
BRIC,00,HNZ,40.11223,-123.8965,180.5
DCMP,00,BHE,39.46897,-123.337498,450.0
DCMP,00,BHN,39.46897,-123.337498,450.0
DCMP,00,BHZ,39.46897,-123.337498,450.0
DCMP,00,HHE,39.46897,-123.337498,450.0
DCMP,00,HHN,39.46897,-123.337498,450.0
DCMP,00,HHZ,39.46897,-123.337498,450.0
DCMP,00,HNE,39.46897,-123.337498,450.0
DCMP,00,HNN,39.46897,-123.337498,450.0
DCMP,00,HNZ,39.46897,-123.337498,450.0
DCMP,01,BHE,39.46899,-123.33743,445.5
DCMP,01,BHN,39.46899,-123.33743,445.5
DCMP,01,BHZ,39.46899,-123.33743,445.5
DCMP,01,HHE,39.46899,-123.33743,445.5
DCMP,01,HHN,39.46899,-123.33743,445.5
DCMP,01,HHZ,39.46899,-123.33743,445.5
DCMP,01,HNE,39.46899,-123.33743,446.8
DCMP,01,HNN,39.46899,-123.33743,446.8
DCMP,01,HNZ,39.46899,-123.33743,446.8
DLIK,00,BHE,40.45543,-122.89424,1291.7
DLIK,00,BHN,40.45543,-122.89424,1291.7
DLIK,00,BHZ,40.45543,-122.89424,1291.7
DLIK,00,HHE,40.45543,-122.89424,1291.7
DLIK,00,HHN,40.45543,-122.89424,1291.7
DLIK,00,HHZ,40.45543,-122.89424,1291.7
DLIK,00,HNE,40.45543,-122.89424,1293.0
DLIK,00,HNN,40.45543,-122.89424,1293.0
DLIK,00,HNZ,40.45543,-122.89424,1293.0
DMOR,00,BHE,40.70973,-123.70331,1303.0
DMOR,00,BHN,40.70973,-123.70331,1303.0
DMOR,00,BHZ,40.70973,-123.70331,1303.0
DMOR,00,HHE,40.70973,-123.70331,1303.0
DMOR,00,HHN,40.70973,-123.70331,1303.0
DMOR,00,HHZ,40.70973,-123.70331,1303.0
DMOR,00,HNE,40.70973,-123.70331,1302.7
DMOR,00,HNN,40.70973,-123.70331,1302.7
DMOR,00,HNZ,40.70973,-123.70331,1302.7
GASB,--,BHE,39.654709,-122.71595,1354.8
GASB,--,BHN,39.654709,-122.71595,1354.8
GASB,--,BHZ,39.654709,-122.71595,1354.8
GASB,--,HHE,39.654709,-122.71595,1354.8
GASB,--,HHN,39.654709,-122.71595,1354.8
GASB,--,HHZ,39.654709,-122.71595,1354.8
GASB,00,BHE,39.654709,-122.71595,1354.8
GASB,00,BHN,39.654709,-122.71595,1354.8
GASB,00,BHZ,39.654709,-122.71595,1354.8
GASB,00,HHE,39.654709,-122.71595,1354.8
GASB,00,HHN,39.654709,-122.71595,1354.8
GASB,00,HHZ,39.654709,-122.71595,1354.8
GASB,00,HNE,39.654709,-122.71595,1354.8
GASB,00,HNN,39.654709,-122.71595,1354.8
GASB,00,HNZ,39.654709,-122.71595,1354.8
GHOP,00,BHE,40.30643,-123.97797,1027.2
GHOP,00,BHN,40.30643,-123.97797,1027.2
GHOP,00,BHZ,40.30643,-123.97797,1027.2
GHOP,00,HHE,40.30643,-123.97797,1027.2
GHOP,00,HHN,40.30643,-123.97797,1027.2
GHOP,00,HHZ,40.30643,-123.97797,1027.2
GHOP,00,HNE,40.30643,-123.97797,1028.9
GHOP,00,HNN,40.30643,-123.97797,1028.9
GHOP,00,HNZ,40.30643,-123.97797,1028.9
GTSB,00,BHE,39.31166,-122.60355,1100.6
GTSB,00,BHN,39.31166,-122.60355,1100.6
GTSB,00,BHZ,39.31166,-122.60355,1100.6
GTSB,00,HHE,39.31166,-122.60355,1100.6
GTSB,00,HHN,39.31166,-122.60355,1100.6
GTSB,00,HHZ,39.31166,-122.60355,1100.6
GTSB,00,HNE,39.31166,-122.60355,1102.4
GTSB,00,HNN,39.31166,-122.60355,1102.4
GTSB,00,HNZ,39.31166,-122.60355,1102.4
GUMB,00,BHE,41.21297,-122.5094,1848.6
GUMB,00,BHN,41.21297,-122.5094,1848.6
GUMB,00,BHZ,41.21297,-122.5094,1848.6
GUMB,00,HHE,41.21297,-122.5094,1848.6
GUMB,00,HHN,41.21297,-122.5094,1848.6
GUMB,00,HHZ,41.21297,-122.5094,1848.6
GUMB,00,HNE,41.21297,-122.5094,1849.8
GUMB,00,HNN,41.21297,-122.5094,1849.8
GUMB,00,HNZ,41.21297,-122.5094,1849.8
HALS,00,BHE,39.81357,-123.72703,580.4
HALS,00,BHN,39.81357,-123.72703,580.4
HALS,00,BHZ,39.81357,-123.72703,580.4
HALS,00,HHE,39.81357,-123.72703,580.4
HALS,00,HHN,39.81357,-123.72703,580.4
HALS,00,HHZ,39.81357,-123.72703,580.4
HALS,00,HNE,39.81357,-123.72703,580.5
HALS,00,HNN,39.81357,-123.72703,580.5
HALS,00,HNZ,39.81357,-123.72703,580.5
HALS,S0,HNE,39.81357,-123.72703,582.0
HALS,S0,HNN,39.81357,-123.72703,582.0
HALS,S0,HNZ,39.81357,-123.72703,582.0
HAYF,00,BHE,40.5227,-123.23198,773.6
HAYF,00,BHN,40.5227,-123.23198,773.6
HAYF,00,BHZ,40.5227,-123.23198,773.6
HAYF,00,HHE,40.5227,-123.23198,773.6
HAYF,00,HHN,40.5227,-123.23198,773.6
HAYF,00,HHZ,40.5227,-123.23198,773.6
HAYF,00,HNE,40.5227,-123.23198,776.6
HAYF,00,HNN,40.5227,-123.23198,776.6
HAYF,00,HNZ,40.5227,-123.23198,776.6
HUNT,00,BHE,40.18942,-123.14557,1538.7
HUNT,00,BHN,40.18942,-123.14557,1538.7
HUNT,00,BHZ,40.18942,-123.14557,1538.7
HUNT,00,HHE,40.18942,-123.14557,1538.7
HUNT,00,HHN,40.18942,-123.14557,1538.7
HUNT,00,HHZ,40.18942,-123.14557,1538.7
HUNT,00,HNE,40.18942,-123.14557,1540.0
HUNT,00,HNN,40.18942,-123.14557,1540.0
HUNT,00,HNZ,40.18942,-123.14557,1540.0
INGL,00,BHE,39.52898,-123.69844,288.2
INGL,00,BHN,39.52898,-123.69844,288.2
INGL,00,BHZ,39.52898,-123.69844,288.2
INGL,00,HHE,39.52898,-123.69844,288.2
INGL,00,HHN,39.52898,-123.69844,288.2
INGL,00,HHZ,39.52898,-123.69844,288.2
INGL,00,HNE,39.52898,-123.69844,290.5
INGL,00,HNN,39.52898,-123.69844,290.5
INGL,00,HNZ,39.52898,-123.69844,290.5
JCC,--,BHE,40.817451,-124.029549,27.2
JCC,--,BHN,40.817451,-124.029549,27.2
JCC,--,BHZ,40.817451,-124.029549,27.2
JCC,--,HHE,40.817451,-124.029549,27.2
JCC,--,HHN,40.817451,-124.029549,27.2
JCC,--,HHZ,40.817451,-124.029549,27.2
JCC,00,BHE,40.817451,-124.029549,27.2
JCC,00,BHN,40.817451,-124.029549,27.2
JCC,00,BHZ,40.817451,-124.029549,27.2
JCC,00,HHE,40.817451,-124.029549,27.2
JCC,00,HHN,40.817451,-124.029549,27.2
JCC,00,HHZ,40.817451,-124.029549,27.2
JCC,00,HNE,40.817451,-124.029549,27.2
JCC,00,HNN,40.817451,-124.029549,27.2
JCC,00,HNZ,40.817451,-124.029549,27.2
JEWT,00,BHE,40.063044,-123.628171,691.3
JEWT,00,BHN,40.063044,-123.628171,691.3
JEWT,00,BHZ,40.063044,-123.628171,691.3
JEWT,00,HHE,40.063044,-123.628171,691.3
JEWT,00,HHN,40.063044,-123.628171,691.3
JEWT,00,HHZ,40.063044,-123.628171,691.3
JEWT,00,HNE,40.063044,-123.628171,694.1
JEWT,00,HNN,40.063044,-123.628171,694.1
JEWT,00,HNZ,40.063044,-123.628171,694.1
KNEE,00,BHE,40.71519,-123.90112,889.8
KNEE,00,BHN,40.71519,-123.90112,889.8
KNEE,00,BHZ,40.71519,-123.90112,889.8
KNEE,00,HHE,40.71519,-123.90112,889.8
KNEE,00,HHN,40.71519,-123.90112,889.8
KNEE,00,HHZ,40.71519,-123.90112,889.8
KNEE,00,HNE,40.71519,-123.90112,892.2
KNEE,00,HNN,40.71519,-123.90112,892.2
KNEE,00,HNZ,40.71519,-123.90112,892.2
KRUG,00,BHE,40.951824,-123.953674,395.7
KRUG,00,BHN,40.951824,-123.953674,395.7
KRUG,00,BHZ,40.951824,-123.953674,395.7
KRUG,00,HHE,40.951824,-123.953674,395.7
KRUG,00,HHN,40.951824,-123.953674,395.7
KRUG,00,HHZ,40.951824,-123.953674,395.7
KRUG,00,HNE,40.951824,-123.953674,398.6
KRUG,00,HNN,40.951824,-123.953674,398.6
KRUG,00,HNZ,40.951824,-123.953674,398.6
MILL,00,BHE,41.70532,-124.04106,559.2
MILL,00,BHN,41.70532,-124.04106,559.2
MILL,00,BHZ,41.70532,-124.04106,559.2
MILL,00,HHE,41.70532,-124.04106,559.2
MILL,00,HHN,41.70532,-124.04106,559.2
MILL,00,HHZ,41.70532,-124.04106,559.2
MILL,00,HNE,41.70532,-124.04106,560.5
MILL,00,HNN,41.70532,-124.04106,560.5
MILL,00,HNZ,41.70532,-124.04106,560.5
MNDO,00,BHE,39.31418,-123.74511,179.4
MNDO,00,BHN,39.31418,-123.74511,179.4
MNDO,00,BHZ,39.31418,-123.74511,179.4
MNDO,00,HHE,39.31418,-123.74511,179.4
MNDO,00,HHN,39.31418,-123.74511,179.4
MNDO,00,HHZ,39.31418,-123.74511,179.4
MNDO,00,HNE,39.31418,-123.74511,179.4
MNDO,00,HNN,39.31418,-123.74511,179.4
MNDO,00,HNZ,39.31418,-123.74511,179.4
ORRS,00,BHE,39.272191,-123.434245,594.9
ORRS,00,BHN,39.272191,-123.434245,594.9
ORRS,00,BHZ,39.272191,-123.434245,594.9
ORRS,00,HHE,39.272191,-123.434245,594.9
ORRS,00,HHN,39.272191,-123.434245,594.9
ORRS,00,HHZ,39.272191,-123.434245,594.9
ORRS,00,HNE,39.272191,-123.434245,596.3
ORRS,00,HNN,39.272191,-123.434245,596.3
ORRS,00,HNZ,39.272191,-123.434245,596.3
PETL,00,BHE,40.28844,-124.34259,46.8
PETL,00,BHN,40.28844,-124.34259,46.8
PETL,00,BHZ,40.28844,-124.34259,46.8
PETL,00,HHE,40.28844,-124.34259,46.8
PETL,00,HHN,40.28844,-124.34259,46.8
PETL,00,HHZ,40.28844,-124.34259,46.8
PETL,00,HNE,40.28844,-124.34259,46.7
PETL,00,HNN,40.28844,-124.34259,46.7
PETL,00,HNZ,40.28844,-124.34259,46.7
PETY,00,BHE,40.1766,-122.7884,962.0
PETY,00,BHN,40.1766,-122.7884,962.0
PETY,00,BHZ,40.1766,-122.7884,962.0
PETY,00,HHE,40.1766,-122.7884,962.0
PETY,00,HHN,40.1766,-122.7884,962.0
PETY,00,HHZ,40.1766,-122.7884,962.0
PETY,00,HNE,40.1766,-122.7884,962.0
PETY,00,HNN,40.1766,-122.7884,962.0
PETY,00,HNZ,40.1766,-122.7884,962.0
PRDS,00,BHE,40.10561,-124.04458,785.2
PRDS,00,BHN,40.10561,-124.04458,785.2
PRDS,00,BHZ,40.10561,-124.04458,785.2
PRDS,00,HHE,40.10561,-124.04458,785.2
PRDS,00,HHN,40.10561,-124.04458,785.2
PRDS,00,HHZ,40.10561,-124.04458,785.2
PRDS,00,HNE,40.10561,-124.04458,786.5
PRDS,00,HNN,40.10561,-124.04458,786.5
PRDS,00,HNZ,40.10561,-124.04458,786.5
RBOW,00,BHE,40.33467,-124.11136,1100.0
RBOW,00,BHN,40.33467,-124.11136,1100.0
RBOW,00,BHZ,40.33467,-124.11136,1100.0
RBOW,00,HHE,40.33467,-124.11136,1100.0
RBOW,00,HHN,40.33467,-124.11136,1100.0
RBOW,00,HHZ,40.33467,-124.11136,1100.0
RBOW,00,HNE,40.33467,-124.11136,1100.0
RBOW,00,HNN,40.33467,-124.11136,1100.0
RBOW,00,HNZ,40.33467,-124.11136,1100.0
RVIT,00,BHE,39.90629,-123.37859,781.8
RVIT,00,BHN,39.90629,-123.37859,781.8
RVIT,00,BHZ,39.90629,-123.37859,781.8
RVIT,00,HHE,39.90629,-123.37859,781.8
RVIT,00,HHN,39.90629,-123.37859,781.8
RVIT,00,HHZ,39.90629,-123.37859,781.8
RVIT,00,HNE,39.90629,-123.37859,781.8
RVIT,00,HNN,39.90629,-123.37859,781.8
RVIT,00,HNZ,39.90629,-123.37859,781.8
SANG,00,BHE,41.91013,-123.64922,1640.0
SANG,00,BHN,41.91013,-123.64922,1640.0
SANG,00,BHZ,41.91013,-123.64922,1640.0
SANG,00,HHE,41.91013,-123.64922,1640.0
SANG,00,HHN,41.91013,-123.64922,1640.0
SANG,00,HHZ,41.91013,-123.64922,1640.0
SANG,00,HNE,41.91013,-123.64922,1641.3
SANG,00,HNN,41.91013,-123.64922,1641.3
SANG,00,HNZ,41.91013,-123.64922,1641.3
SBAR,00,BHE,41.6627,-123.07106,1487.7
SBAR,00,BHN,41.6627,-123.07106,1487.7
SBAR,00,BHZ,41.6627,-123.07106,1487.7
SBAR,00,HHE,41.6627,-123.07106,1487.7
SBAR,00,HHN,41.6627,-123.07106,1487.7
SBAR,00,HHZ,41.6627,-123.07106,1487.7
SBAR,00,HNE,41.6627,-123.07106,1489.0
SBAR,00,HNN,41.6627,-123.07106,1489.0
SBAR,00,HNZ,41.6627,-123.07106,1489.0
SCOT,00,BHE,41.391998,-122.853798,960.0
SCOT,00,BHN,41.391998,-122.853798,960.0
SCOT,00,BHZ,41.391998,-122.853798,960.0
SCOT,00,HHE,41.391998,-122.853798,960.0
SCOT,00,HHN,41.391998,-122.853798,960.0
SCOT,00,HHZ,41.391998,-122.853798,960.0
SCOT,00,HNE,41.391998,-122.853798,960.0
SCOT,00,HNN,41.391998,-122.853798,960.0
SCOT,00,HNZ,41.391998,-122.853798,960.0
SCOT,01,BHE,41.39204,-122.85382,965.5
SCOT,01,BHN,41.39204,-122.85382,965.5
SCOT,01,BHZ,41.39204,-122.85382,965.5
SCOT,01,HHE,41.39204,-122.85382,965.5
SCOT,01,HHN,41.39204,-122.85382,965.5
SCOT,01,HHZ,41.39204,-122.85382,965.5
SCOT,01,HNE,41.39204,-122.85382,967.0
SCOT,01,HNN,41.39204,-122.85382,967.0
SCOT,01,HNZ,41.39204,-122.85382,967.0
SHWD,00,BHE,39.511871,-123.494942,849.9
SHWD,00,BHN,39.511871,-123.494942,849.9
SHWD,00,BHZ,39.511871,-123.494942,849.9
SHWD,00,HHE,39.511871,-123.494942,849.9
SHWD,00,HHN,39.511871,-123.494942,849.9
SHWD,00,HHZ,39.511871,-123.494942,849.9
SHWD,00,HNE,39.511871,-123.494942,852.1
SHWD,00,HNN,39.511871,-123.494942,852.1
SHWD,00,HNZ,39.511871,-123.494942,852.1
